// Reference=MNI
// Cikara, 2014: self>other (11 females, mean=23.1, collapsing across moral/communication)
// Standardized name for contrast: self>celebrity 
// Subjects=21
-40	52	10
-32	48	20
-44	48	-4
-42	-56	52
-38	-58	50
-36	-60	52
-62	-46	-10
-56	-34	-8
-56	-24	-18
-48	12	42
-42	10	36
-36	6	34

// Gutchess, 2007: self>other (Young, 10 females, mean=23.11, sd=2.85, 18-28)
// Standardized name for contrast: self>celebrity 
// Subjects=19
-4	34	14
-6	40	0
-4	12	4
-68	-48	22
-56	-48	18
-24	54	24
28	52	42
-26	38	42

// Gutchess, 2010: Self Remembered>Other Remembered (Young, 8 females, mean=23.24, sd=2.63)
// Standardized name for contrast: self>celebrity 
// Subjects=17
-8	42	-2
-6	36	14
10	40	-2
-64	-46	18

// Han, 2010: self>Zhu Rongji (7 females, mean=25.4, sd=2.46)
// Standardized name for contrast: self>celebrity 
// Subjects=14
8	34	28
-4	-18	42
-34	10	-6

// Hornung, 2019, Self>Julia Roberts or Brad Pitt (17 females, mean=33.59, sd=13.09) 
// Standardized name for contrast: self>celebrity 
// Subjects=34
-3	38	5
-47	-49	26
28	-81	-34
47	-34	1

// Jenkins, 2011: self>other (personality, 10 females, mean=21.2, 19-32)
// Standardized name for contrast: self>celebrity 
// Subjects=15
36	20	-6
-36	14	-6
62	6	6
34	-64	56
-22	-64	58
14	18	4
-12	14	6
-32	48	16
-22	56	32
48	2	38
-58	-36	16
48	-68	-8
-44	-66	-4

// Kelley, 2002: self>Bush (9 females, mean=20, 18-30) 
// Standardized name for contrast: self>celebrity 
// Subjects=21
11.66	57.01	-8.18
14.89	-44.35	55.58

// L. Zhu, 2012: self>other (encoding, 10 females, mean=22.64, sd=2.69, 20-30)
// Standardized name for contrast: self>celebrity 
// Subjects=14
0	50	-8
20	54	16
-22	50	28
-16	60	20
2	-14	38
-58	-48	22
28	20	-20
-26	22	-22
10	22	62
8	28	50
-56	-62	-14
-52	-34	4
-2	-50	48
-8	10	-12
-28	58	-8

// Li, 2019, 3PP: self>famous (10 females, mean=19.5, sd=1.2)
// Standardized name for contrast: self>celebrity 
// Subjects=20
-15	-28	-15
-33	11	-17
-33	23	-11
-6	41	19
6	 56	34
24	50	31
-6	-13	13
12	-7	13

// Lombardo, 2010: Self>British Queen (Controls, mean=27.97, sd=6.1, 18-42)
// Standardized name for contrast: self>celebrity 
// Subjects=33
-6	50	-6
 -4	62	2
 22	-82	 -24

// Lou, 2004: self>Queen (6 females, mean=27, 20-38, PET)   
// Standardized name for contrast: self>celebrity 
// Subjects=13
49.34	-56.11	42.71

// Ma, 2011: Self>Other (12 females, mean=22, 18-28, experiment1, Visual session) 
// Standardized name for contrast: self>celebrity 
// Subjects=23
8	56	10
6	42	24

// Ma, 2014: Self>Public-figure-judgments (Chinese,15 females, mean=22.7, sd=1.9, 18-28, Mental) 
// Standardized name for contrast: self>celebrity 
// Subjects=30
-2	34	22
4	24	40
-24	42	38

// Ma, 2014: Self>Public-figure-judgments (Danish,15 females, mean=25, sd=4.09, 18-28, Mental) 
// Standardized name for contrast: self>celebrity 
// Subjects=30
-4	34	0
-2	44	10
18	6	10
-2	-16	10

//Pfeifer, 2007: self>Harry Potter (adults, 6 females, mean=26.1, 23-31.7)   
// Standardized name for contrast: self>celebrity 
// Subjects=12
5.12	56.57	-12.51

// Powell, 2010: self>Bush, conceptual self-reference task (experiment1, 9 females, mean=20, 18-24)
// Standardized name for contrast: self>celebrity 
// Subjects=13
4	32	6
44	-58	-6
26	-44	-46
26	-44	-20
-16	-46	-16
64	-30	34
-58	-28	18
-60	0	12
64	-34	20
-24	-86	26
-16	8	-8
6	-32	52
-10	-28	44

// Sarsam, 2013: Self>queen (Control, 8 females)    
// Standardized name for contrast: self>celebrity 
// Subjects=14
-5.38	37.99	7.44
24.12	-11.92	23.08
-5.9	-30.03	37.71
-15.87	4.2	25.52
55.24	-30.91	2.01
1.24	-5.8	9.41
8.77	-32.24	1.82
-44.34	-28.25	-10
-.29	-40.47	52.09
-21.14	39.13	43.45
-31.38	-52.33	-15.68
-40	-69.69	-17.18
7.38	-28.04	-22.11

// Sul, 2011: Self_Personal + Self_Collective>Other_personal + Other_Collective (10 females, mean=24, 21-29)
// Standardized name for contrast: self>celebrity 
// Subjects=19
-4	52	10
60	-42	22
14	38	52
-44	-56	20
-4	-56	44
-18	34	54
28	46	34
-4	-82	-4

