// Reference=MNI
// Sul, 2011, Self_Personal + Self_Collective > Other_personal + Other_Collective
// Subjects=19
-4    52   10
60    -42  22
14    38   52
-44   -56  20
-4    -56  44
-18   34   54
28    46   34
-4    -82  -4

// Sul, 2011, Self_Personal + Other_personal > Self_Collective + Other_Collective
// Subjects=19
-4	-16	36
-12	-92	-12
-36	12	-26
24	-4	60
42	-22	46
-4	62	18
-58	-30	14
16	-84	12
-4	2	56
46	4	-14
-18	-52	68
-8	14	62
16	-34	54
-4	36	14
28	-26	68
-42	-18	52
16	-88	42
-4	28	26
2	6	44

// Sul, 2011, Self_Collective + Other_Collective > Self_Personal + Other_personal
// Subjects=19
-8	-68	16
-30	32	46
-38	-76	34
36	18	58
36	-76	44
2	-38	38
14	-58	10
32	36	-22 
