// Reference=MNI
// Gutchess, 2010: Elderly>Young (all, 19 females)
// subjects=32
-2	16	36
-2	32	50
4	4	48
6	-36	50
12	-76	12
-4	-38	58
-36	26	30
-36	6	60
-46	8	38
-14	-14	12
-14	-18	4
-30	-18	-6
14	-6	8
22	-18	2
26	-26	-32
-6	-42	10
-62	-36	42
-52	-44	36
-64	-40	28
-54	-44	-12
-58	-34	-12
-66	-44	-4
68	-28	36
54	-22	36
76	-28	48
44	-58	-32
44	-42	-24
44	-74	-30
-2	-32	24
46	52	26
42	44	36
50	-40	28
58	-22	56
-18	26	-18
34	-52	38
38	-14	6
-30	-84	20
-34	-76	24
-32	-94	20
68	-16	46
-38	14	4
-34	-40	52
-28	-50	42
-38	-56	54
34	36	54
54	18	-10

// Gutchess, 2010: Self Remembered>Einstein Remembered (all, 19 females)
// Subjects=32
-10	54	12
6	34	22
0	36	14
-58	-44	10
-70	-44	28
24	-42	18
-2	22	-2
-6	12	0


// Gutchess, 2010: Self Remembered>Einstein Remembered (Young, 8 females, mean=23.24, sd=2.63)
// Standardized name for contrast: self>celebrity
// Subjects=17
-8	42	-2
-6	36	14
10	40	-2
-64	-46	18


// Gutchess, 2010:  Self Remembered>Einstein Remembered (old, 11 females, mean=71.8, sd=4.55)
// Subjects=15
-4	-20	38
-6	-46	52
-2	-36	50
-10	54	12
6	34	22
0	36	14
-58	-42	10
-64	-40	24
-8	0	64
-4	-96	-12
-8	-100	-20
48	-18	44
34	-24	46
-40	-10	38
-32	-14	62
-44	-14	62
22	-90	-10
-12	-4	14
-12	-10	2
16	-4	10
8	-16	2
34	-20	66
24	-24	-26
34	-48	32
40	-34	6
20	54	10
20	52	22
8	-104	-10
-20	-44	34
30	-10	40
-40	-72	-24
18	-20	40
38	-86	-20
32	-90	-24
-32	-40	56


